V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1,Q2,Q13,Q3,Q12,Q4,Q10,Q6_1,Q6_2,Q6_3,Q6_3_TEXT,Q6_4,Q5_1,Q5_2,Q5_3,Q5_3_TEXT,Q5_5,Q5_8,LocationLatitude,LocationLongitude,LocationAccuracy,
R_3hhBoV9jJ3UVdoe,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-26 22:50:54,2016-07-27 10:19:28,1,3,414,3,1,6,1,,,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_cHeL6iCEPDyvNqV,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 10:19:29,2016-07-27 10:20:14,1,3,415,3,1,3,1,,,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_3hfEN6ufdOQjP2l,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 10:20:15,2016-07-27 10:21:05,1,3,417,3,5,1,1,,,,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_vZ7bm6lqjWvy9Z7,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 10:21:06,2016-07-27 10:22:06,1,3,418,3,5,1,2,,,,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_3Hh7k70Vzv74Glv,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 10:22:06,2016-07-27 10:26:42,1,3,419,3,3,7,1,,,1,,,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_3EnlS5vEB5I6rHA,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 10:26:43,2016-07-27 10:28:12,1,3,421,3,5,1,2,2 commonly used techniques...no control,,,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_30821NW1yRD6RC6,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 10:28:13,2016-07-27 10:28:51,1,3,422,3,1,1,1,,,,,,,,,,,,1,44.804595947266,-93.137100219727,-1,
R_UElK195F0aOaZyh,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 10:28:52,2016-07-27 10:33:02,1,3,423,3,1,1,1,,,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_2OTtcAfAtFG3WB7,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 10:33:03,2016-07-27 10:35:17,1,3,425,3,1,3,1,,,1,,,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_2Cq88s5XV8BqLFM,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-27 10:54:09,2016-07-27 10:58:13,1,1,702,1,5,3,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_u7DcOW2cJCW5oRz,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-27 10:58:14,2016-07-27 11:00:11,1,1,703,1,1,1,1,,,,,,,,,,,1,,44.97590637207,-93.216598510742,-1,
R_Uc4A7gqTRTaL8lj,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-27 11:02:21,2016-07-27 11:04:11,1,1,706,1,1,2,1,,,,1,The Mann–Whitney U test showed / that there was a slight but non-significant difference / between groups at baseline.,,,1,,,,,44.97590637207,-93.216598510742,-1,
R_2UYO07Q7oaSPGn9,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-27 11:06:55,2016-07-27 11:09:55,1,1,710,1,5,1,1,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_1H19nau7Ignrzv4,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-27 11:09:56,2016-07-27 11:12:40,1,1,711,1,1,1,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_1IRUViKFZG3GSwW,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-27 11:12:41,2016-07-27 11:13:51,1,1,713,1,5,5,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_3st31CoMHjVAhSH,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-27 11:13:52,2016-07-27 11:16:46,1,1,714,1,1,1,2,,,1,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_1l0NkvpsLN8WHus,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-27 11:16:47,2016-07-27 11:19:33,1,1,715,1,5,1,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_3esfDyCYyPHpkvT,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-27 11:19:33,2016-07-27 11:21:19,1,1,719,1,5,1,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_3DirQzx39FDW16M,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 10:36:29,2016-07-27 11:22:26,1,3,432,3,1,7,2,,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_1FhXASbCybrFm3J,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 11:22:27,2016-07-27 11:23:02,1,3,436,3,1,2,1,,,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_2wFZvq98OYkkFBp,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 11:23:03,2016-07-27 11:24:02,1,3,438,3,5,1,2,eyes open vs eyes closed,,,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_xiuzfb2JrWsnaBH,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 11:24:03,2016-07-27 11:25:08,1,3,439,3,5,3,2,,,,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_2R37aSj2DKPfrzW,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 11:25:09,2016-07-27 11:26:19,1,3,440,3,1,2,1,,,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_eIZOSZXfyjsbCnv,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 11:26:20,2016-07-27 11:27:25,1,3,441,3,5,1,1,,,,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_1KvRiuOamspDpRJ,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 11:27:27,2016-07-27 11:28:26,1,3,442,3,1,1,1,,,,1,There were no significant differences in subject characteris- tics at baseline between groups (Table 1). ,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_2CJ7VK9d5reCFGW,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 11:28:27,2016-07-27 11:33:47,1,3,444,3,1,4,1,,,1,,,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_3MG5nInnNJAXlB6,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 11:33:49,2016-07-27 11:34:44,1,3,445,3,1,3,1,,,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_2ahTg3MoBAIlhI3,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 11:36:31,2016-07-27 11:37:15,1,3,448,3,1,2,1,,,,,,,,,,,,1,44.804595947266,-93.137100219727,-1,
R_eyQuBdmTJoZtlOV,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 11:37:16,2016-07-27 11:45:05,1,3,450,3,1,1,1,,,1,,,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_42Tt27q3kZ4bvxf,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 11:45:06,2016-07-27 11:46:54,1,3,452,3,1,1,1,,,,1,Height and body weight before intervention were not significantly differ- ent between the interval training group (172.1 T 4.1 cm and 73.1 T 16.3 kg) and control group (176.3 T 7.6 cm and 66.9 T 13.8 kg). ,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_2UYoJqEih4yeLrp,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 11:48:59,2016-07-27 11:49:42,1,3,454,3,5,1,1,,,,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_ZlNIiIbMlAJiGM9,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 11:49:43,2016-07-27 11:50:10,1,3,455,3,1,2,1,,,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_3J47GLrRYmYmhG3,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 11:50:12,2016-07-27 11:51:46,1,3,456,3,1,1,1,,,1,,,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_9uW6ig5COY0KMVP,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 11:57:41,2016-07-27 11:59:35,1,3,458,3,1,1,1,,,1,,,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_XgI0n6ngvwDgrhn,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 11:59:36,2016-07-27 12:03:32,1,3,459,3,1,1,1,,,1,,,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_31maVhECkAScPfI,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 12:17:16,2016-07-27 12:17:47,1,3,465,3,1,2,1,,,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_1DTsMezXf0mRLZ3,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 12:17:48,2016-07-27 12:20:30,1,3,466,3,5,2,2,,,,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_2TBIP3Nk8cjgw4M,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 12:25:19,2016-07-27 12:30:42,1,3,472,3,1,1,1,,,1,,,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_24MeinCTINqiJwS,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 12:31:34,2016-07-27 12:32:13,1,3,477,3,5,1,2,,,,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_1dnyOeXi5J2Ghsy,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-27 12:32:07,2016-07-27 12:34:08,1,1,730,1,5,3,1,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_d0vZZRapML4RkVv,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 12:34:51,2016-07-27 12:35:02,1,3,481,3,5,3,2,doesn't seem like an RCT,,,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_27IOKiasnviNSF5,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-27 12:34:09,2016-07-27 12:35:07,1,1,731,1,5,5,1,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_3h5UPB9cQIpSJxo,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-27 12:35:08,2016-07-27 12:38:00,1,1,732,1,5,1,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_3PNByZXKTou1gfb,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-27 12:38:01,2016-07-27 12:39:26,1,1,737,1,1,2,1,,,,1,"There were no significant differences / in the patient demographics or in the drop-out rates / between the 2 treatment groups,",,,1,,,,,44.97590637207,-93.216598510742,-1,
R_1LZmA0uKAUVOyzo,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-27 12:39:27,2016-07-27 12:45:33,1,1,738,1,1,2,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_2scZZfehwuDwEkD,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 12:45:28,2016-07-27 12:46:29,1,3,484,3,5,1,1,no control,,,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_1gIKnQB6CAYfQ9C,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-27 12:45:34,2016-07-27 12:46:54,1,1,739,1,1,1,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_2tLfHfObmdmt4LH,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 12:47:31,2016-07-27 12:47:40,1,3,485,3,5,1,1,no control / ,,,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_xtQoYgQqlmT0zMR,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 12:47:21,2016-07-27 12:49:10,1,3,486,3,5,1,2,,,,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_3nxE3HTA1iPGMBo,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 12:49:11,2016-07-27 12:49:37,1,3,487,3,1,2,1,,,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_3enqaLmHc8ANkTe,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 12:49:38,2016-07-27 12:50:19,1,3,488,3,5,1,1,wasn't randomized initially,,,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_ufuqMfgtowpa4TL,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 12:50:20,2016-07-27 12:50:48,1,3,489,3,1,1,1,,,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_2EmjjsTds8SKpR4,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 12:50:49,2016-07-27 12:51:22,1,3,490,3,1,2,1,,,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_1exAMNdNXZzjlzR,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 12:51:23,2016-07-27 12:51:56,1,3,491,3,1,2,1,,,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_vZXAF8RfZZT5LSp,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 12:51:56,2016-07-27 12:52:22,1,3,493,3,1,2,1,,,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_79ex9GubkTUaU6J,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-27 12:46:55,2016-07-27 12:52:30,1,1,740,1,5,1,1,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_1GO1lUbdspr0CI3,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 12:52:23,2016-07-27 12:53:17,1,3,495,3,5,2,1,,,,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_zdIbYvklvtcgblL,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 12:53:18,2016-07-27 12:54:01,1,3,496,3,1,2,1,,,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_3lKO6k9oE99sFge,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-27 12:52:31,2016-07-27 12:54:27,1,1,741,1,5,7,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_VPDT0RG0HtmfoRj,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 12:54:03,2016-07-27 12:55:27,1,3,497,3,1,1,1,Fig 1 = baseline,,1,,,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_1dvhkABuA35urFq,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-27 12:54:28,2016-07-27 12:57:49,1,1,742,1,1,2,1,,,,1,There / were no statistically significant differences between groups / in subject characteristics at baseline (Table 1).,,,1,,,,,44.97590637207,-93.216598510742,-1,
R_2zNEb3KW3VCwbDx,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 13:01:03,2016-07-27 13:02:34,1,3,504,3,1,1,1,,,,1,"There were no significant differences between ES and E at pre-intervention except for body mass. Therefore, maximal strength, VO2, and power output measurements are presented relative to body mass.",,,1,,,,,44.804595947266,-93.137100219727,-1,
R_3PGpnR8XFa01tVK,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 13:02:36,2016-07-27 13:04:03,1,3,507,3,1,2,2,Table 1 doesn't seem to be a baseline,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_1Kf2JOjTZqfoH3k,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-27 13:01:49,2016-07-27 13:05:27,1,1,745,1,5,1,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_3EWRMeX9jL1OYUt,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-27 13:05:38,2016-07-27 13:06:19,1,3,510,3,5,1,1,no control it seems both are untraditonal,,,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_2tFIqM43les5r31,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-28 11:32:24,2016-07-28 11:47:56,1,1,749,1,1,1,1,,,,1,The preoperative patellar tilt and congruency of right/ / left knees and MPP/MV sides had no significant differences / (P>0.05) as shown in Table 1.,,,1,,,,,44.97590637207,-93.216598510742,-1,
R_ZL8LYc44miRx0MF,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-28 11:59:51,2016-07-28 12:03:40,1,1,770,1,5,2,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_2t4F76ivczXVa2Q,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-28 12:03:41,2016-07-28 12:09:21,1,1,772,1,3,5,2,,,,1,"The control and / experimental groups did not significantly differ in age, t / (1,776)  0.37, P  0.71; BMI, t (1,671)  0.30, P  0.76; / or distribution of race, 2 (2, N  1773)  0.75, P  0.69.",,,,,,,,44.97590637207,-93.216598510742,-1,
R_1OlTQKEsbSa2Z49,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-28 12:09:22,2016-07-28 12:11:44,1,1,773,1,5,1,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_6ijLcEQZwE4dmj7,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-28 12:11:45,2016-07-28 12:14:28,1,1,774,1,1,1,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_2cdaUhfptf0mGin,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-28 12:14:29,2016-07-28 12:16:00,1,1,776,1,5,1,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_2uX4xZngIa9pi1J,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-28 12:20:07,2016-07-28 12:21:06,1,1,790,1,1,3,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_etSS5dbh3evhixz,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-28 12:23:07,2016-07-28 12:24:16,1,1,798,1,1,2,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_Zltql476jRedC8N,Default Response Set,Anonymous,,,198.204.66.128,0,2016-07-28 12:24:58,2016-07-28 12:26:49,1,3,517,3,5,1,1,,,,,,,,,,,,,44.974105834961,-93.256500244141,-1,
R_dhQkQHnCqS7zJPH,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-28 12:24:17,2016-07-28 12:27:20,1,1,799,1,1,1,2,,,1,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_21jmtQVAF008ljj,Default Response Set,Anonymous,,,198.204.66.128,0,2016-07-28 12:26:50,2016-07-28 12:27:57,1,3,518,3,1,2,2,,,1,,,,,,,,,,44.974105834961,-93.256500244141,-1,
R_2VEhVXicVVQiJ0y,Default Response Set,Anonymous,,,198.204.66.128,0,2016-07-28 12:29:50,2016-07-28 12:34:24,1,3,520,3,1,1,2,,,1,,,,,,,,,,44.974105834961,-93.256500244141,-1,
R_6Rnup2HHqpQDBFb,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-28 12:36:21,2016-07-28 12:36:38,1,1,802,1,1,1,2,,,,1,"There were no statistical / differences between groups for age (22   1.8 and 23   1.4 / yr), height (163   1.4 and 161   2.5 cm), weight (64   5 / and 60   4.3 kg), or percent body fat (28   2.1 and 25   / 1.8) for S and P, respectively.",,,,,,,,44.97590637207,-93.216598510742,-1,
R_3fwNMK4bg1Nt556,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-28 12:36:12,2016-07-28 12:39:13,1,1,803,1,5,1,1,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_3hlL1E1Ex3dknUu,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-28 12:39:14,2016-07-28 12:41:25,1,1,804,1,1,1,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_A7iuKH7tOgwqrQt,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-28 12:41:26,2016-07-28 12:47:17,1,1,805,1,1,1,1,,,1,,,,,1,,,,,44.97590637207,-93.216598510742,-1,
R_stZijcCczNEO2rL,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-28 12:47:17,2016-07-28 12:51:02,1,1,809,1,1,1,1,,,1,,,,,1,,,,,44.97590637207,-93.216598510742,-1,
R_C9YR9seAvUi495T,Default Response Set,Anonymous,,,198.204.66.128,0,2016-07-28 12:38:49,2016-07-28 12:52:01,1,3,524,3,1,1,1,,,,,,,1,,,,,,44.974105834961,-93.256500244141,-1,
R_25znlAw5uIqgaGd,Default Response Set,Anonymous,,,198.204.66.128,0,2016-07-28 12:52:03,2016-07-28 12:53:24,1,3,525,3,1,2,1,,,,1,Baseline characteristics of the 39 MRI participants are reported in table 1. There were no significant between-group differences at baseline.,,,1,,,,,44.974105834961,-93.256500244141,-1,
R_3Jm9fd8uZDxLJDt,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-28 12:51:04,2016-07-28 12:54:51,1,1,811,1,1,1,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_2tsaCauI1pXpLFt,Default Response Set,Anonymous,,,198.204.66.128,0,2016-07-28 12:54:31,2016-07-28 12:55:10,1,3,527,3,5,1,2,,,,,,,,,,,,,44.974105834961,-93.256500244141,-1,
R_25u5lnYMYq5Td41,Default Response Set,Anonymous,,,198.204.66.128,0,2016-07-28 12:55:11,2016-07-28 12:57:17,1,3,528,3,1,1,1,,,,1,"To exclude the possibility that changes in biomarkers were due to hemoconcentration, we measured serum sodium levels. As there were no significant differences in both placebo and allopurinol-treated groups (results not shown), we conclude that the observed changes in the biomarkers studied are not a consequence of hemoconcentration.",,,1,,,,,44.974105834961,-93.256500244141,-1,
R_1FRM6ETjKope4s1,Default Response Set,Anonymous,,,198.204.66.128,0,2016-07-28 12:57:18,2016-07-28 12:58:20,1,3,531,3,1,2,1,,,,,,,1,,,,,,44.974105834961,-93.256500244141,-1,
R_3IQcYiRGmGNxlsg,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-28 12:54:52,2016-07-28 12:59:17,1,1,812,1,2,5,1,,,,1,"At / baseline, no significant differences in any of the variables / were found between the groups (data not shown).",,,1,,,,,44.97590637207,-93.216598510742,-1,
R_2e43ndx6SJQpUxS,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-28 12:59:18,2016-07-28 13:00:41,1,1,813,1,1,1,2,,,,1,There was a / significant (p = 0.01) difference in height between the / groups (decline group 178.3 (8.3) cm; step group 191.4 / (9.1) cm).,,,,,,,,44.97590637207,-93.216598510742,-1,
R_2UXVXBREGZ5lL3Q,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-28 13:00:42,2016-07-28 13:01:39,1,1,814,1,1,2,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_2EnjsvOYxOJERNy,Default Response Set,Anonymous,,,198.204.66.128,0,2016-07-28 12:58:21,2016-07-28 13:03:15,1,3,532,3,1,1,1,table 3 has pre-op,,1,,,,,1,,,,,44.974105834961,-93.256500244141,-1,
R_2PvtNzfp8nOGmh2,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-28 13:01:40,2016-07-28 13:04:19,1,1,815,1,1,2,1,,,,1,"There was no significant difference between the groups / before the intervention for age, height, weight, SLR, or hip IR.",,,1,,,,,44.97590637207,-93.216598510742,-1,
R_3r1dIc34vgTYTdi,Default Response Set,Anonymous,,,198.204.66.128,0,2016-07-28 13:03:17,2016-07-28 13:04:20,1,3,533,3,1,4,1,,,,,,,1,,,,,,44.974105834961,-93.256500244141,-1,
R_2V2YDILJhRELubq,Default Response Set,Anonymous,,,198.204.66.128,0,2016-07-28 13:04:22,2016-07-28 13:04:54,1,3,537,3,1,1,1,,,,,,,,,,,1,,44.974105834961,-93.256500244141,-1,
R_VQKduj4rQjWDDWx,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-28 13:04:21,2016-07-28 13:05:08,1,1,816,1,1,1,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_2teVKYhE1ZmeOBL,Default Response Set,Anonymous,,,198.204.66.128,0,2016-07-28 13:04:56,2016-07-28 13:05:47,1,3,538,3,5,1,2,,,,,,,,,,,,,44.974105834961,-93.256500244141,-1,
R_2EnTSBuJC10MYCh,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-28 13:05:10,2016-07-28 13:06:17,1,1,819,1,1,2,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_C7xycnRaOzx53Gh,Default Response Set,Anonymous,,,198.204.66.128,0,2016-07-28 13:05:48,2016-07-28 13:07:36,1,3,539,3,1,2,2,,,1,,,,,,,,,,44.974105834961,-93.256500244141,-1,
R_1E53RdICV83usUS,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-28 13:06:18,2016-07-28 13:11:09,1,1,822,1,1,1,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_3CJiLkI1U8RoCtO,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-28 13:11:10,2016-07-28 13:12:53,1,1,825,1,5,1,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_vp3RyWP07WvDcc1,Default Response Set,Anonymous,,,198.204.66.128,0,2016-07-28 13:15:24,2016-07-28 13:18:31,1,3,544,3,5,1,1,"high protein, low protein, or fasted....no control",,,,,,,,,,,,44.974105834961,-93.256500244141,-1,
R_2uEF1kSkw8avosw,Default Response Set,Anonymous,,,198.204.66.128,0,2016-07-28 13:18:32,2016-07-28 13:21:15,1,3,545,3,1,2,2,,,1,,,,,,,,,,44.974105834961,-93.256500244141,-1,
R_3qmd5hhNlDSUQ49,Default Response Set,Anonymous,,,198.204.66.128,0,2016-07-28 13:21:16,2016-07-28 13:23:09,1,3,546,3,5,2,1,not randomized,,,,,,,,,,,,44.974105834961,-93.256500244141,-1,
R_77eolG6VGLUSo01,Default Response Set,Anonymous,,,198.204.66.128,0,2016-07-28 13:23:11,2016-07-28 13:24:48,1,3,547,3,1,3,1,119 patients mistyped in methods abstract as 19,,,,,,1,,,,,,44.974105834961,-93.256500244141,-1,
R_3elYMYwDBrJ4dhr,Default Response Set,Anonymous,,,198.204.66.128,0,2016-07-28 13:24:50,2016-07-28 14:15:14,1,3,549,3,5,1,2,,,,,,,,,,,,,44.974105834961,-93.256500244141,-1,
R_1lhG6UJm6kvPQxJ,Default Response Set,Anonymous,,,198.204.66.128,0,2016-07-28 14:15:55,2016-07-28 14:16:51,1,3,553,3,5,3,1,,,,,,,,,,,,,44.974105834961,-93.256500244141,-1,
R_3rYDJnbT2J6tkfC,Default Response Set,Anonymous,,,198.204.66.128,0,2016-07-28 14:16:51,2016-07-28 14:17:44,1,3,555,3,5,1,2,,,,,,,,,,,,,44.974105834961,-93.256500244141,-1,
R_QnsFWUP5a93NmPn,Default Response Set,Anonymous,,,198.204.66.128,0,2016-07-28 14:17:45,2016-07-28 14:18:16,1,3,557,3,1,2,1,,,,,,,1,,,,,,44.974105834961,-93.256500244141,-1,
R_2WuLP9USX8Ht5eX,Default Response Set,Anonymous,,,198.204.66.128,0,2016-07-28 14:18:17,2016-07-28 14:19:37,1,3,559,3,1,1,2,,,1,,,,,,,,,,44.974105834961,-93.256500244141,-1,
R_vPmAetBiZ4QQx1L,Default Response Set,Anonymous,,,198.204.66.128,0,2016-07-28 14:19:38,2016-07-28 14:20:41,1,3,561,3,5,1,1,,,,,,,,,,,,,44.974105834961,-93.256500244141,-1,
R_2aCDRTd9x29o5pz,Default Response Set,Anonymous,,,198.204.66.128,0,2016-07-28 14:23:45,2016-07-28 14:24:23,1,3,565,3,5,1,2,,,,,,,,,,,,,44.974105834961,-93.256500244141,-1,
